# book	sec	title	page	kind	path
wangdao-os		【考纲内容】	49	other	第2章 进程与线程 > 【考纲内容】
wangdao-os		【复习提示】	49	other	第2章 进程与线程 > 【复习提示】
wangdao-os	2.1	2.1  进程与线程简介	49	kp	第2章 进程与线程 > 2.1  进程与线程简介
wangdao-os	2.1.1	2.1.1  进程的概念和特征	50	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.1  进程的概念和特征
wangdao-os		1．进程的概念	50	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.1  进程的概念和特征 > 1．进程的概念
wangdao-os		2．进程的特征	50	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.1  进程的概念和特征 > 2．进程的特征
wangdao-os	2.1.2	2.1.2  进程的组成	50	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.2  进程的组成
wangdao-os		1．进程控制块	50	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.2  进程的组成 > 1．进程控制块
wangdao-os		2．程序段	51	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.2  进程的组成 > 2．程序段
wangdao-os		3．数据段	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.2  进程的组成 > 3．数据段
wangdao-os	2.1.3	2.1.3  进程的内存映像	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像
wangdao-os		1．代码段	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 1．代码段
wangdao-os		2．数据段	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 2．数据段
wangdao-os		3．进程控制块（PCB）	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 3．进程控制块（PCB）
wangdao-os		4．堆	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 4．堆
wangdao-os		5．栈	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 5．栈
wangdao-os		6．共享库的存储映射区	52	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.3  进程的内存映像 > 6．共享库的存储映射区
wangdao-os	2.1.4	2.1.4  进程的状态与转换	53	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.4  进程的状态与转换
wangdao-os	2.1.5	2.1.5  进程控制	54	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.5  进程控制
wangdao-os		1．进程的创建	54	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.5  进程控制 > 1．进程的创建
wangdao-os		2．进程的终止	55	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.5  进程控制 > 2．进程的终止
wangdao-os		3．进程的阻塞和唤醒	55	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.5  进程控制 > 3．进程的阻塞和唤醒
wangdao-os	2.1.6	2.1.6  进程的通信	55	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.6  进程的通信
wangdao-os		1．共享存储	56	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.6  进程的通信 > 1．共享存储
wangdao-os		2．消息传递	56	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.6  进程的通信 > 2．消息传递
wangdao-os		3．管道通信	56	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.6  进程的通信 > 3．管道通信
wangdao-os		4．信号	57	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.6  进程的通信 > 4．信号
wangdao-os	2.1.7	2.1.7  线程和多线程模型	57	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型
wangdao-os		1．线程的基本概念	57	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型 > 1．线程的基本概念
wangdao-os		2．线程与进程的比较	58	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型 > 2．线程与进程的比较
wangdao-os		3．线程的状态与生命周期	59	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型 > 3．线程的状态与生命周期
wangdao-os		4．线程控制块	59	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型 > 4．线程控制块
wangdao-os		5．线程的实现方式	59	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.7  线程和多线程模型 > 5．线程的实现方式
wangdao-os	2.1.8	2.1.8  本节小结	62	kp	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.8  本节小结
wangdao-os	2.1.9	2.1.9  本节习题精选	63	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.9  本节习题精选
wangdao-os		一、单项选择题	63	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.9  本节习题精选 > 一、单项选择题
wangdao-os		二、综合应用题	69	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.9  本节习题精选 > 二、综合应用题
wangdao-os	2.1.10	2.1.10  答案与解析	70	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.10  答案与解析
wangdao-os		一、单项选择题	70	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.10  答案与解析 > 一、单项选择题
wangdao-os		二、综合应用题	78	ex	第2章 进程与线程 > 2.1  进程与线程简介 > 2.1.10  答案与解析 > 二、综合应用题
wangdao-os	2.2	2.2  CPU调度	78	kp	第2章 进程与线程 > 2.2  CPU调度
wangdao-os	2.2.1	2.2.1  调度的概念	78	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.1  调度的概念
wangdao-os		1．调度的基本概念	78	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.1  调度的概念 > 1．调度的基本概念
wangdao-os		2．调度的层次	78	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.1  调度的概念 > 2．调度的层次
wangdao-os		3．三级调度的联系	79	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.1  调度的概念 > 3．三级调度的联系
wangdao-os	2.2.2	2.2.2  进程调度	79	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度
wangdao-os		1. 进程调度任务	79	other	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 1. 进程调度任务
wangdao-os		2．调度程序（调度器）	80	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 2．调度程序（调度器）
wangdao-os		3．调度的时机、切换与过程	80	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 3．调度的时机、切换与过程
wangdao-os		4．进程调度的方式	81	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 4．进程调度的方式
wangdao-os		5．闲逛进程	81	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 5．闲逛进程
wangdao-os		6．两种线程的调度	81	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.2  进程调度 > 6．两种线程的调度
wangdao-os	2.2.3	2.2.3  调度的目标	82	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.3  调度的目标
wangdao-os	2.2.4	2.2.4  进程切换	82	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.4  进程切换
wangdao-os	2.2.5	2.2.5  CPU调度算法	83	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法
wangdao-os		1．先来先服务（FCFS）调度算法	83	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 1．先来先服务（FCFS）调度算法
wangdao-os		2．短作业优先（SJF）调度算法	84	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 2．短作业优先（SJF）调度算法
wangdao-os		3．高响应比优先调度算法	85	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 3．高响应比优先调度算法
wangdao-os		4．优先级调度算法	85	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 4．优先级调度算法
wangdao-os		5．时间片轮转（RR）调度算法	86	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 5．时间片轮转（RR）调度算法
wangdao-os		6．多级队列调度算法	87	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 6．多级队列调度算法
wangdao-os		7．多级反馈队列调度算法（融合了前几种算法的优点）	87	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 7．多级反馈队列调度算法（融合了前几种算法的优点）
wangdao-os		8．基于公平原则的调度算法	88	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.5  CPU调度算法 > 8．基于公平原则的调度算法
wangdao-os	2.2.6	2.2.6  多处理机调度	89	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.6  多处理机调度
wangdao-os		1．亲和性和负载平衡	89	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.6  多处理机调度 > 1．亲和性和负载平衡
wangdao-os		2．多处理机调度方案	89	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.6  多处理机调度 > 2．多处理机调度方案
wangdao-os	2.2.7	2.2.7  本节小结	90	kp	第2章 进程与线程 > 2.2  CPU调度 > 2.2.7  本节小结
wangdao-os	2.2.8	2.2.8  本节习题精选	90	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.8  本节习题精选
wangdao-os		一、单项选择题	90	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.8  本节习题精选 > 一、单项选择题
wangdao-os		二、综合应用题	96	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.8  本节习题精选 > 二、综合应用题
wangdao-os	2.2.9	2.2.9  答案与解析	99	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.9  答案与解析
wangdao-os		一、单项选择题	99	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.9  答案与解析 > 一、单项选择题
wangdao-os		二、综合应用题	106	ex	第2章 进程与线程 > 2.2  CPU调度 > 2.2.9  答案与解析 > 二、综合应用题
wangdao-os	2.3	2.3  同步与互斥	111	kp	第2章 进程与线程 > 2.3  同步与互斥
wangdao-os	2.3.1	2.3.1  同步与互斥的基本概念	111	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.1  同步与互斥的基本概念
wangdao-os		1．临界资源	111	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.1  同步与互斥的基本概念 > 1．临界资源
wangdao-os		2．同步（直接制约关系）	111	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.1  同步与互斥的基本概念 > 2．同步（直接制约关系）
wangdao-os		3．互斥（间接制约关系）	112	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.1  同步与互斥的基本概念 > 3．互斥（间接制约关系）
wangdao-os	2.3.2	2.3.2  实现临界区互斥的基本方法	112	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.2  实现临界区互斥的基本方法
wangdao-os		1．软件实现方法	112	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.2  实现临界区互斥的基本方法 > 1．软件实现方法
wangdao-os		2．硬件实现方法	114	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.2  实现临界区互斥的基本方法 > 2．硬件实现方法
wangdao-os	2.3.3	2.3.3  互斥锁	115	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.3  互斥锁
wangdao-os	2.3.4	2.3.4  信号量	116	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量
wangdao-os		1．整型信号量	116	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 1．整型信号量
wangdao-os		2．记录型信号量	116	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 2．记录型信号量
wangdao-os		3．利用信号量实现进程互斥	117	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 3．利用信号量实现进程互斥
wangdao-os		4．利用信号量实现同步	117	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 4．利用信号量实现同步
wangdao-os		5．利用信号量实现前驱关系	118	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 5．利用信号量实现前驱关系
wangdao-os		6．分析进程同步和互斥问题的方法步骤	119	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.4  信号量 > 6．分析进程同步和互斥问题的方法步骤
wangdao-os	2.3.5	2.3.5  经典同步问题	119	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.5  经典同步问题
wangdao-os		1．生产者-消费者问题	119	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.5  经典同步问题 > 1．生产者-消费者问题
wangdao-os		2．读者-写者问题	121	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.5  经典同步问题 > 2．读者-写者问题
wangdao-os		3．哲学家进餐问题	123	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.5  经典同步问题 > 3．哲学家进餐问题
wangdao-os	2.3.6	2.3.6  管程	124	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.6  管程
wangdao-os		1．管程的定义	124	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.6  管程 > 1．管程的定义
wangdao-os		2．条件变量	125	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.6  管程 > 2．条件变量
wangdao-os	2.3.7	2.3.7  本节小结	126	kp	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.7  本节小结
wangdao-os	2.3.8	2.3.8  本节习题精选	126	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.8  本节习题精选
wangdao-os		一、单项选择题	126	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.8  本节习题精选 > 一、单项选择题
wangdao-os		二、综合应用题	133	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.8  本节习题精选 > 二、综合应用题
wangdao-os	2.3.9	2.3.9  答案与解析	139	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.9  答案与解析
wangdao-os		一、单项选择题	139	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.9  答案与解析 > 一、单项选择题
wangdao-os		二、综合应用题	144	ex	第2章 进程与线程 > 2.3  同步与互斥 > 2.3.9  答案与解析 > 二、综合应用题
wangdao-os	2.4	2.4  死锁	161	kp	第2章 进程与线程 > 2.4  死锁
wangdao-os	2.4.1	2.4.1  死锁的概念	162	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念
wangdao-os		1．死锁的定义	162	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念 > 1．死锁的定义
wangdao-os		2．死锁与饥饿	162	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念 > 2．死锁与饥饿
wangdao-os		3．死锁产生的原因	162	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念 > 3．死锁产生的原因
wangdao-os		4．死锁产生的必要条件	163	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念 > 4．死锁产生的必要条件
wangdao-os		5．死锁的处理策略	163	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.1  死锁的概念 > 5．死锁的处理策略
wangdao-os	2.4.2	2.4.2  死锁预防	164	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.2  死锁预防
wangdao-os		1．破坏互斥条件	164	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.2  死锁预防 > 1．破坏互斥条件
wangdao-os		2．破坏不可剥夺条件	164	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.2  死锁预防 > 2．破坏不可剥夺条件
wangdao-os		3．破坏请求并保持条件	164	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.2  死锁预防 > 3．破坏请求并保持条件
wangdao-os		4．破坏循环等待条件	164	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.2  死锁预防 > 4．破坏循环等待条件
wangdao-os	2.4.3	2.4.3  死锁避免	165	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.3  死锁避免
wangdao-os		1．系统安全状态	165	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.3  死锁避免 > 1．系统安全状态
wangdao-os		2．利用银行家算法避免死锁	165	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.3  死锁避免 > 2．利用银行家算法避免死锁
wangdao-os		3．安全性算法举例	167	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.3  死锁避免 > 3．安全性算法举例
wangdao-os		4．银行家算法举例	168	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.3  死锁避免 > 4．银行家算法举例
wangdao-os	2.4.4	2.4.4  死锁检测与解除	169	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.4  死锁检测与解除
wangdao-os		1．死锁检测	169	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.4  死锁检测与解除 > 1．死锁检测
wangdao-os		2．死锁解除	170	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.4  死锁检测与解除 > 2．死锁解除
wangdao-os	2.4.5	2.4.5  本节小结	170	kp	第2章 进程与线程 > 2.4  死锁 > 2.4.5  本节小结
wangdao-os	2.4.6	2.4.6  本节习题精选	170	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.6  本节习题精选
wangdao-os		一、单项选择题	170	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.6  本节习题精选 > 一、单项选择题
wangdao-os		二、综合应用题	176	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.6  本节习题精选 > 二、综合应用题
wangdao-os	2.4.7	2.4.7  答案与解析	177	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.7  答案与解析
wangdao-os		一、单项选择题	177	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.7  答案与解析 > 一、单项选择题
wangdao-os		二、综合应用题	184	ex	第2章 进程与线程 > 2.4  死锁 > 2.4.7  答案与解析 > 二、综合应用题
wangdao-os	2.5	2.5  本章疑难点	187	kp	第2章 进程与线程 > 2.5  本章疑难点
wangdao-os		1．进程与程序的区别与联系	187	kp	第2章 进程与线程 > 2.5  本章疑难点 > 1．进程与程序的区别与联系
wangdao-os		2．银行家算法的工作原理	187	kp	第2章 进程与线程 > 2.5  本章疑难点 > 2．银行家算法的工作原理
wangdao-os		3．进程同步、互斥的区别和联系	187	kp	第2章 进程与线程 > 2.5  本章疑难点 > 3．进程同步、互斥的区别和联系
wangdao-os		第3章 内存管理	188	kp	第3章 内存管理
wangdao-os		【考纲内容】	188	other	第3章 内存管理 > 【考纲内容】
wangdao-os		【复习提示】	188	other	第3章 内存管理 > 【复习提示】
wangdao-os	3.1	3.1  内存管理概念	188	kp	第3章 内存管理 > 3.1  内存管理概念
wangdao-os	3.1.1	3.1.1  内存管理的基本原理和要求	188	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求
wangdao-os		1．程序的链接与装入	189	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 1．程序的链接与装入
wangdao-os		2．逻辑地址与物理地址	189	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 2．逻辑地址与物理地址
wangdao-os		3．程序的链接	190	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 3．程序的链接
wangdao-os		4．程序的装入	190	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 4．程序的装入
wangdao-os		5．内存保护	191	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 5．内存保护
wangdao-os		6．内存共享	192	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 6．内存共享
wangdao-os		7．内存分配与回收	192	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.1  内存管理的基本原理和要求 > 7．内存分配与回收
wangdao-os	3.1.2	3.1.2  连续分配管理方式	192	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.2  连续分配管理方式
wangdao-os		1．单一连续分配	192	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.2  连续分配管理方式 > 1．单一连续分配
wangdao-os		2．固定分区分配	192	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.2  连续分配管理方式 > 2．固定分区分配
wangdao-os		3．动态分区分配	193	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.2  连续分配管理方式 > 3．动态分区分配
wangdao-os	3.1.3	3.1.3  基本分页存储管理	195	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.3  基本分页存储管理
wangdao-os		1．分页存储的几个基本概念	195	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.3  基本分页存储管理 > 1．分页存储的几个基本概念
wangdao-os		2．基本地址变换机构	196	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.3  基本分页存储管理 > 2．基本地址变换机构
wangdao-os		3．具有快表的地址变换机构	197	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.3  基本分页存储管理 > 3．具有快表的地址变换机构
wangdao-os		4．两级页表	198	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.3  基本分页存储管理 > 4．两级页表
wangdao-os	3.1.4	3.1.4  基本分段存储管理	199	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理
wangdao-os		1．分段	199	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理 > 1．分段
wangdao-os		2．段表	200	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理 > 2．段表
wangdao-os		3．地址变换机构	200	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理 > 3．地址变换机构
wangdao-os		4．分页和分段的对比	201	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理 > 4．分页和分段的对比
wangdao-os		5．段的共享与保护	201	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.4  基本分段存储管理 > 5．段的共享与保护
wangdao-os	3.1.5	3.1.5  段页式存储管理	202	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.5  段页式存储管理
wangdao-os	3.1.6	3.1.6  本节小结	203	kp	第3章 内存管理 > 3.1  内存管理概念 > 3.1.6  本节小结
wangdao-os	3.1.7	3.1.7  本节习题精选	203	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.7  本节习题精选
wangdao-os		一、单项选择题	203	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.7  本节习题精选 > 一、单项选择题
wangdao-os		二、综合应用题	210	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.7  本节习题精选 > 二、综合应用题
wangdao-os	3.1.8	3.1.8  答案与解析	212	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.8  答案与解析
wangdao-os		一、单项选择题	212	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.8  答案与解析 > 一、单项选择题
wangdao-os		二、综合应用题	220	ex	第3章 内存管理 > 3.1  内存管理概念 > 3.1.8  答案与解析 > 二、综合应用题
wangdao-os	3.2	3.2  虚拟内存管理	224	kp	第3章 内存管理 > 3.2  虚拟内存管理
wangdao-os	3.2.1	3.2.1  虚拟内存的基本概念	224	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.1  虚拟内存的基本概念
wangdao-os		1．传统存储管理方式的特征	224	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.1  虚拟内存的基本概念 > 1．传统存储管理方式的特征
wangdao-os		2．局部性原理	224	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.1  虚拟内存的基本概念 > 2．局部性原理
wangdao-os		3．虚拟存储器的定义和特征	224	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.1  虚拟内存的基本概念 > 3．虚拟存储器的定义和特征
wangdao-os		4．虚拟内存技术的实现	225	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.1  虚拟内存的基本概念 > 4．虚拟内存技术的实现
wangdao-os	3.2.2	3.2.2  请求分页管理方式	225	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.2  请求分页管理方式
wangdao-os		1．页表机制	225	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.2  请求分页管理方式 > 1．页表机制
wangdao-os		2．缺页中断机构	226	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.2  请求分页管理方式 > 2．缺页中断机构
wangdao-os		3．地址变换机构	226	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.2  请求分页管理方式 > 3．地址变换机构
wangdao-os	3.2.3	3.2.3  页框分配	227	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配
wangdao-os		1．最小页框数与驻留集	227	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 1．最小页框数与驻留集
wangdao-os		2．内存分配策略	227	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 2．内存分配策略
wangdao-os		3．页框调入算法	228	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 3．页框调入算法
wangdao-os		4．调入页面的时机	228	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 4．调入页面的时机
wangdao-os		5．从何处调入页面	229	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 5．从何处调入页面
wangdao-os		6．如何调入页面	229	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.3  页框分配 > 6．如何调入页面
wangdao-os	3.2.4	3.2.4  页面置换算法	229	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.4  页面置换算法
wangdao-os		1．最佳（OPT）算法	229	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.4  页面置换算法 > 1．最佳（OPT）算法
wangdao-os		2．先进先出（FIFO）算法	230	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.4  页面置换算法 > 2．先进先出（FIFO）算法
wangdao-os		3．最近最久未使用（LRU）算法	230	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.4  页面置换算法 > 3．最近最久未使用（LRU）算法
wangdao-os		4．时钟（CLOCK）算法	231	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.4  页面置换算法 > 4．时钟（CLOCK）算法
wangdao-os	3.2.5	*3.2.5  抖动和工作集	232	kp	第3章 内存管理 > 3.2  虚拟内存管理 > *3.2.5  抖动和工作集
wangdao-os		1．抖动	232	kp	第3章 内存管理 > 3.2  虚拟内存管理 > *3.2.5  抖动和工作集 > 1．抖动
wangdao-os		2．工作集	233	kp	第3章 内存管理 > 3.2  虚拟内存管理 > *3.2.5  抖动和工作集 > 2．工作集
wangdao-os	3.2.6	3.2.6  页框回收	233	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.6  页框回收
wangdao-os		1．页面缓冲算法	233	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.6  页框回收 > 1．页面缓冲算法
wangdao-os		2．页框回收	234	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.6  页框回收 > 2．页框回收
wangdao-os	3.2.7	3.2.7  内存映射文件	234	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.7  内存映射文件
wangdao-os	3.2.8	3.2.8  虚拟存储器性能影响因素	235	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.8  虚拟存储器性能影响因素
wangdao-os	3.2.9	3.2.9  地址翻译的示例	235	kp	第3章 内存管理 > 3.2  虚拟内存管理 > 3.2.9  地址翻译的示例
